"md_id","busi_time","sub_name","accept_name","accept_cnt"
103,"2022-05-06",交通运输,电话,28
104,"2022-05-06",农林牧渔,电话,15
105,"2022-05-06",科教文体,来信,6
106,"2022-05-06",公卫医疗,来信,18
107,"2022-05-06",城乡建设,来信,5
108,"2022-05-06",交通运输,来信,25
109,"2022-05-06",农林牧渔,来信,21
110,"2022-05-06",科教文体,网站,18
111,"2022-05-06",公卫医疗,网站,23
112,"2022-05-06",城乡建设,网站,43
113,"2022-05-06",交通运输,网站,46
114,"2022-05-06",农林牧渔,网站,4
115,"2022-05-06",科教文体,小程序/公众号,72
116,"2022-05-06",公卫医疗,小程序/公众号,189
117,"2022-05-06",城乡建设,小程序/公众号,28
118,"2022-05-06",交通运输,小程序/公众号,30
119,"2022-05-06",农林牧渔,小程序/公众号,27
120,"2022-05-07",科教文体,电话,1
121,"2022-05-07",公卫医疗,电话,5
122,"2022-05-07",城乡建设,电话,5
123,"2022-05-07",交通运输,电话,5
124,"2022-05-07",农林牧渔,电话,3
125,"2022-05-07",科教文体,来信,2
126,"2022-05-07",公卫医疗,来信,9
127,"2022-05-07",城乡建设,来信,8
128,"2022-05-07",交通运输,来信,9
129,"2022-05-07",农林牧渔,来信,2
130,"2022-05-07",科教文体,网站,84
131,"2022-05-07",公卫医疗,网站,87
132,"2022-05-07",城乡建设,网站,14
133,"2022-05-07",交通运输,网站,51
134,"2022-05-07",农林牧渔,网站,49
135,"2022-05-07",科教文体,小程序/公众号,158
136,"2022-05-07",公卫医疗,小程序/公众号,182
137,"2022-05-07",城乡建设,小程序/公众号,190
138,"2022-05-07",交通运输,小程序/公众号,112
139,"2022-05-07",农林牧渔,小程序/公众号,17
140,"2022-05-08",科教文体,电话,25
141,"2022-05-08",公卫医疗,电话,33
142,"2022-05-08",城乡建设,电话,15
143,"2022-05-08",交通运输,电话,29
144,"2022-05-08",农林牧渔,电话,3
145,"2022-05-08",科教文体,来信,33
146,"2022-05-08",公卫医疗,来信,52
147,"2022-05-08",城乡建设,来信,2
148,"2022-05-08",交通运输,来信,38
149,"2022-05-08",农林牧渔,来信,29
150,"2022-05-08",科教文体,网站,77
151,"2022-05-08",公卫医疗,网站,57
152,"2022-05-08",城乡建设,网站,21
153,"2022-05-08",交通运输,网站,17
154,"2022-05-08",农林牧渔,网站,60
155,"2022-05-08",科教文体,小程序/公众号,100
156,"2022-05-08",公卫医疗,小程序/公众号,74
157,"2022-05-08",城乡建设,小程序/公众号,56
158,"2022-05-08",交通运输,小程序/公众号,61
159,"2022-05-08",农林牧渔,小程序/公众号,19
160,"2022-05-09",科教文体,电话,29
161,"2022-05-09",公卫医疗,电话,6
162,"2022-05-09",城乡建设,电话,17
163,"2022-05-09",交通运输,电话,24
164,"2022-05-09",农林牧渔,电话,23
165,"2022-05-09",科教文体,来信,27
166,"2022-05-09",公卫医疗,来信,0
167,"2022-05-09",城乡建设,来信,45
168,"2022-05-09",交通运输,来信,29
169,"2022-05-09",农林牧渔,来信,43
170,"2022-05-09",科教文体,网站,26
171,"2022-05-09",公卫医疗,网站,4
172,"2022-05-09",城乡建设,网站,44
173,"2022-05-09",交通运输,网站,26
174,"2022-05-09",农林牧渔,网站,15
175,"2022-05-09",科教文体,小程序/公众号,50
176,"2022-05-09",公卫医疗,小程序/公众号,17
177,"2022-05-09",城乡建设,小程序/公众号,70
178,"2022-05-09",交通运输,小程序/公众号,63
179,"2022-05-09",农林牧渔,小程序/公众号,50
180,"2022-05-10",科教文体,电话,7
181,"2022-05-10",公卫医疗,电话,7
182,"2022-05-10",城乡建设,电话,7
183,"2022-05-10",交通运输,电话,7
184,"2022-05-10",农林牧渔,电话,9
185,"2022-05-10",科教文体,来信,2
186,"2022-05-10",公卫医疗,来信,27
187,"2022-05-10",城乡建设,来信,68
188,"2022-05-10",交通运输,来信,36
189,"2022-05-10",农林牧渔,来信,13
190,"2022-05-10",科教文体,网站,2
191,"2022-05-10",公卫医疗,网站,35
192,"2022-05-10",城乡建设,网站,36
193,"2022-05-10",交通运输,网站,29
194,"2022-05-10",农林牧渔,网站,57
195,"2022-05-10",科教文体,小程序/公众号,78
196,"2022-05-10",公卫医疗,小程序/公众号,50
197,"2022-05-10",城乡建设,小程序/公众号,32
198,"2022-05-10",交通运输,小程序/公众号,71
199,"2022-05-10",农林牧渔,小程序/公众号,63
200,"2022-05-11",科教文体,电话,2
201,"2022-05-11",公卫医疗,电话,33
202,"2022-05-11",城乡建设,电话,23
203,"2022-05-11",交通运输,电话,29
204,"2022-05-11",农林牧渔,电话,4
205,"2022-05-11",科教文体,来信,8
206,"2022-05-11",公卫医疗,来信,20
207,"2022-05-11",城乡建设,来信,13
208,"2022-05-11",交通运输,来信,3
209,"2022-05-11",农林牧渔,来信,4
210,"2022-05-11",科教文体,网站,0
211,"2022-05-11",公卫医疗,网站,5
212,"2022-05-11",城乡建设,网站,6
213,"2022-05-11",交通运输,网站,7
214,"2022-05-11",农林牧渔,网站,1
215,"2022-05-11",科教文体,小程序/公众号,189
216,"2022-05-11",公卫医疗,小程序/公众号,49
217,"2022-05-11",城乡建设,小程序/公众号,18
218,"2022-05-11",交通运输,小程序/公众号,175
219,"2022-05-11",农林牧渔,小程序/公众号,65
220,"2022-05-12",科教文体,电话,11
221,"2022-05-12",公卫医疗,电话,12
222,"2022-05-12",城乡建设,电话,9
223,"2022-05-12",交通运输,电话,10
224,"2022-05-12",农林牧渔,电话,8
225,"2022-05-12",科教文体,来信,20
226,"2022-05-12",公卫医疗,来信,42
227,"2022-05-12",城乡建设,来信,13
228,"2022-05-12",交通运输,来信,25
229,"2022-05-12",农林牧渔,来信,67
230,"2022-05-12",科教文体,网站,53
231,"2022-05-12",公卫医疗,网站,48
232,"2022-05-12",城乡建设,网站,13
233,"2022-05-12",交通运输,网站,67
234,"2022-05-12",农林牧渔,网站,4
235,"2022-05-12",科教文体,小程序/公众号,57
236,"2022-05-12",公卫医疗,小程序/公众号,80
237,"2022-05-12",城乡建设,小程序/公众号,96
238,"2022-05-12",交通运输,小程序/公众号,73
239,"2022-05-12",农林牧渔,小程序/公众号,64
240,"2022-05-13",科教文体,电话,3
241,"2022-05-13",公卫医疗,电话,31
242,"2022-05-13",城乡建设,电话,16
243,"2022-05-13",交通运输,电话,9
244,"2022-05-13",农林牧渔,电话,3
245,"2022-05-13",科教文体,来信,7
246,"2022-05-13",公卫医疗,来信,15
247,"2022-05-13",城乡建设,来信,22
248,"2022-05-13",交通运输,来信,6
249,"2022-05-13",农林牧渔,来信,15
250,"2022-05-13",科教文体,网站,1
251,"2022-05-13",公卫医疗,网站,2
252,"2022-05-13",城乡建设,网站,1
253,"2022-05-13",交通运输,网站,7
254,"2022-05-13",农林牧渔,网站,3
255,"2022-05-13",科教文体,小程序/公众号,71
256,"2022-05-13",公卫医疗,小程序/公众号,49
257,"2022-05-13",城乡建设,小程序/公众号,59
258,"2022-05-13",交通运输,小程序/公众号,1
259,"2022-05-13",农林牧渔,小程序/公众号,39
260,"2022-05-14",科教文体,电话,6
261,"2022-05-14",公卫医疗,电话,27
262,"2022-05-14",城乡建设,电话,4
263,"2022-05-14",交通运输,电话,38
264,"2022-05-14",农林牧渔,电话,29
265,"2022-05-14",科教文体,来信,25
266,"2022-05-14",公卫医疗,来信,2
267,"2022-05-14",城乡建设,来信,15
268,"2022-05-14",交通运输,来信,12
269,"2022-05-14",农林牧渔,来信,10
270,"2022-05-14",科教文体,网站,0
271,"2022-05-14",公卫医疗,网站,1
272,"2022-05-14",城乡建设,网站,5
273,"2022-05-14",交通运输,网站,4
274,"2022-05-14",农林牧渔,网站,2
275,"2022-05-14",科教文体,小程序/公众号,127
276,"2022-05-14",公卫医疗,小程序/公众号,19
277,"2022-05-14",城乡建设,小程序/公众号,6
278,"2022-05-14",交通运输,小程序/公众号,60
279,"2022-05-14",农林牧渔,小程序/公众号,193
280,"2022-05-15",科教文体,电话,0
281,"2022-05-15",公卫医疗,电话,9
282,"2022-05-15",城乡建设,电话,10
283,"2022-05-15",交通运输,电话,15
284,"2022-05-15",农林牧渔,电话,12
285,"2022-05-15",科教文体,来信,15
286,"2022-05-15",公卫医疗,来信,16
287,"2022-05-15",城乡建设,来信,16
288,"2022-05-15",交通运输,来信,14
289,"2022-05-15",农林牧渔,来信,34
290,"2022-05-15",科教文体,网站,3
291,"2022-05-15",公卫医疗,网站,8
292,"2022-05-15",城乡建设,网站,9
293,"2022-05-15",交通运输,网站,9
294,"2022-05-15",农林牧渔,网站,6
295,"2022-05-15",科教文体,小程序/公众号,35
296,"2022-05-15",公卫医疗,小程序/公众号,44
297,"2022-05-15",城乡建设,小程序/公众号,38
298,"2022-05-15",交通运输,小程序/公众号,18
299,"2022-05-15",农林牧渔,小程序/公众号,54
300,"2022-05-16",科教文体,电话,4
301,"2022-05-16",公卫医疗,电话,4
302,"2022-05-16",城乡建设,电话,2
303,"2022-05-16",交通运输,电话,1
304,"2022-05-16",农林牧渔,电话,2
305,"2022-05-16",科教文体,来信,15
306,"2022-05-16",公卫医疗,来信,1
307,"2022-05-16",城乡建设,来信,11
308,"2022-05-16",交通运输,来信,15
309,"2022-05-16",农林牧渔,来信,4
310,"2022-05-16",科教文体,网站,59
311,"2022-05-16",公卫医疗,网站,63
312,"2022-05-16",城乡建设,网站,84
313,"2022-05-16",交通运输,网站,28
314,"2022-05-16",农林牧渔,网站,72
315,"2022-05-16",科教文体,小程序/公众号,52
316,"2022-05-16",公卫医疗,小程序/公众号,69
317,"2022-05-16",城乡建设,小程序/公众号,75
318,"2022-05-16",交通运输,小程序/公众号,83
319,"2022-05-16",农林牧渔,小程序/公众号,57
320,"2022-05-17",科教文体,电话,5
321,"2022-05-17",公卫医疗,电话,19
322,"2022-05-17",城乡建设,电话,13
323,"2022-05-17",交通运输,电话,21
324,"2022-05-17",农林牧渔,电话,18
325,"2022-05-17",科教文体,来信,2
326,"2022-05-17",公卫医疗,来信,2
327,"2022-05-17",城乡建设,来信,4
328,"2022-05-17",交通运输,来信,4
329,"2022-05-17",农林牧渔,来信,0
330,"2022-05-17",科教文体,网站,6
331,"2022-05-17",公卫医疗,网站,4
332,"2022-05-17",城乡建设,网站,6
333,"2022-05-17",交通运输,网站,0
334,"2022-05-17",农林牧渔,网站,5
335,"2022-05-17",科教文体,小程序/公众号,103
336,"2022-05-17",公卫医疗,小程序/公众号,54
337,"2022-05-17",城乡建设,小程序/公众号,93
338,"2022-05-17",交通运输,小程序/公众号,149
339,"2022-05-17",农林牧渔,小程序/公众号,49
340,"2022-05-18",科教文体,电话,27
341,"2022-05-18",公卫医疗,电话,0
342,"2022-05-18",城乡建设,电话,17
343,"2022-05-18",交通运输,电话,25
344,"2022-05-18",农林牧渔,电话,23
345,"2022-05-18",科教文体,来信,4
346,"2022-05-18",公卫医疗,来信,8
347,"2022-05-18",城乡建设,来信,2
348,"2022-05-18",交通运输,来信,1
349,"2022-05-18",农林牧渔,来信,6
350,"2022-05-18",科教文体,网站,23
351,"2022-05-18",公卫医疗,网站,8
352,"2022-05-18",城乡建设,网站,99
353,"2022-05-18",交通运输,网站,73
354,"2022-05-18",农林牧渔,网站,80
355,"2022-05-18",科教文体,小程序/公众号,107
356,"2022-05-18",公卫医疗,小程序/公众号,13
357,"2022-05-18",城乡建设,小程序/公众号,108
358,"2022-05-18",交通运输,小程序/公众号,202
359,"2022-05-18",农林牧渔,小程序/公众号,33
360,"2022-05-19",科教文体,电话,8
361,"2022-05-19",公卫医疗,电话,4
362,"2022-05-19",城乡建设,电话,9
363,"2022-05-19",交通运输,电话,4
364,"2022-05-19",农林牧渔,电话,10
365,"2022-05-19",科教文体,来信,16
366,"2022-05-19",公卫医疗,来信,10
367,"2022-05-19",城乡建设,来信,0
368,"2022-05-19",交通运输,来信,14
369,"2022-05-19",农林牧渔,来信,19
370,"2022-05-19",科教文体,网站,76
371,"2022-05-19",公卫医疗,网站,82
372,"2022-05-19",城乡建设,网站,8
373,"2022-05-19",交通运输,网站,71
374,"2022-05-19",农林牧渔,网站,14
375,"2022-05-19",科教文体,小程序/公众号,45
376,"2022-05-19",公卫医疗,小程序/公众号,113
377,"2022-05-19",城乡建设,小程序/公众号,180
378,"2022-05-19",交通运输,小程序/公众号,67
379,"2022-05-19",农林牧渔,小程序/公众号,158
380,"2022-05-20",科教文体,电话,8
381,"2022-05-20",公卫医疗,电话,2
382,"2022-05-20",城乡建设,电话,4
383,"2022-05-20",交通运输,电话,5
384,"2022-05-20",农林牧渔,电话,1
385,"2022-05-20",科教文体,来信,4
386,"2022-05-20",公卫医疗,来信,15
387,"2022-05-20",城乡建设,来信,3
388,"2022-05-20",交通运输,来信,15
389,"2022-05-20",农林牧渔,来信,7
390,"2022-05-20",科教文体,网站,13
391,"2022-05-20",公卫医疗,网站,7
392,"2022-05-20",城乡建设,网站,16
393,"2022-05-20",交通运输,网站,16
394,"2022-05-20",农林牧渔,网站,5
395,"2022-05-20",科教文体,小程序/公众号,47
396,"2022-05-20",公卫医疗,小程序/公众号,9
397,"2022-05-20",城乡建设,小程序/公众号,104
398,"2022-05-20",交通运输,小程序/公众号,32
399,"2022-05-20",农林牧渔,小程序/公众号,72
400,"2022-05-21",科教文体,电话,9
401,"2022-05-21",公卫医疗,电话,8
402,"2022-05-21",城乡建设,电话,3
403,"2022-05-21",交通运输,电话,7
404,"2022-05-21",农林牧渔,电话,3
405,"2022-05-21",科教文体,来信,3
406,"2022-05-21",公卫医疗,来信,10
407,"2022-05-21",城乡建设,来信,9
408,"2022-05-21",交通运输,来信,8
409,"2022-05-21",农林牧渔,来信,19
410,"2022-05-21",科教文体,网站,2
411,"2022-05-21",公卫医疗,网站,4
412,"2022-05-21",城乡建设,网站,8
413,"2022-05-21",交通运输,网站,2
414,"2022-05-21",农林牧渔,网站,4
415,"2022-05-21",科教文体,小程序/公众号,89
416,"2022-05-21",公卫医疗,小程序/公众号,5
417,"2022-05-21",城乡建设,小程序/公众号,56
418,"2022-05-21",交通运输,小程序/公众号,71
419,"2022-05-21",农林牧渔,小程序/公众号,55
420,"2022-05-22",科教文体,电话,8
421,"2022-05-22",公卫医疗,电话,37
422,"2022-05-22",城乡建设,电话,5
423,"2022-05-22",交通运输,电话,3
424,"2022-05-22",农林牧渔,电话,25
425,"2022-05-22",科教文体,来信,17
426,"2022-05-22",公卫医疗,来信,18
427,"2022-05-22",城乡建设,来信,25
428,"2022-05-22",交通运输,来信,2
429,"2022-05-22",农林牧渔,来信,31
430,"2022-05-22",科教文体,网站,3
431,"2022-05-22",公卫医疗,网站,4
432,"2022-05-22",城乡建设,网站,1
433,"2022-05-22",交通运输,网站,4
434,"2022-05-22",农林牧渔,网站,13
435,"2022-05-22",科教文体,小程序/公众号,81
436,"2022-05-22",公卫医疗,小程序/公众号,5
437,"2022-05-22",城乡建设,小程序/公众号,48
438,"2022-05-22",交通运输,小程序/公众号,51
439,"2022-05-22",农林牧渔,小程序/公众号,38
440,"2022-05-23",科教文体,电话,55
441,"2022-05-23",公卫医疗,电话,5
442,"2022-05-23",城乡建设,电话,45
443,"2022-05-23",交通运输,电话,26
444,"2022-05-23",农林牧渔,电话,61
445,"2022-05-23",科教文体,来信,84
446,"2022-05-23",公卫医疗,来信,39
447,"2022-05-23",城乡建设,来信,40
448,"2022-05-23",交通运输,来信,29
449,"2022-05-23",农林牧渔,来信,23
450,"2022-05-23",科教文体,网站,2
451,"2022-05-23",公卫医疗,网站,1
452,"2022-05-23",城乡建设,网站,1
453,"2022-05-23",交通运输,网站,7
454,"2022-05-23",农林牧渔,网站,4
455,"2022-05-23",科教文体,小程序/公众号,124
456,"2022-05-23",公卫医疗,小程序/公众号,119
457,"2022-05-23",城乡建设,小程序/公众号,41
458,"2022-05-23",交通运输,小程序/公众号,61
459,"2022-05-23",农林牧渔,小程序/公众号,84
460,"2022-05-24",科教文体,电话,56
461,"2022-05-24",公卫医疗,电话,2
462,"2022-05-24",城乡建设,电话,5
463,"2022-05-24",交通运输,电话,55
464,"2022-05-24",农林牧渔,电话,36
465,"2022-05-24",科教文体,来信,2
466,"2022-05-24",公卫医疗,来信,2
467,"2022-05-24",城乡建设,来信,3
468,"2022-05-24",交通运输,来信,2
469,"2022-05-24",农林牧渔,来信,3
470,"2022-05-24",科教文体,网站,85
471,"2022-05-24",公卫医疗,网站,68
472,"2022-05-24",城乡建设,网站,64
473,"2022-05-24",交通运输,网站,77
474,"2022-05-24",农林牧渔,网站,46
475,"2022-05-24",科教文体,小程序/公众号,7
476,"2022-05-24",公卫医疗,小程序/公众号,43
477,"2022-05-24",城乡建设,小程序/公众号,132
478,"2022-05-24",交通运输,小程序/公众号,178
479,"2022-05-24",农林牧渔,小程序/公众号,57
480,"2022-05-25",科教文体,电话,23
481,"2022-05-25",公卫医疗,电话,84
482,"2022-05-25",城乡建设,电话,66
483,"2022-05-25",交通运输,电话,6
484,"2022-05-25",农林牧渔,电话,20
485,"2022-05-25",科教文体,来信,45
486,"2022-05-25",公卫医疗,来信,21
487,"2022-05-25",城乡建设,来信,45
488,"2022-05-25",交通运输,来信,35
489,"2022-05-25",农林牧渔,来信,52
490,"2022-05-25",科教文体,网站,80
491,"2022-05-25",公卫医疗,网站,10
492,"2022-05-25",城乡建设,网站,62
493,"2022-05-25",交通运输,网站,85
494,"2022-05-25",农林牧渔,网站,53
495,"2022-05-25",科教文体,小程序/公众号,52
496,"2022-05-25",公卫医疗,小程序/公众号,57
497,"2022-05-25",城乡建设,小程序/公众号,59
498,"2022-05-25",交通运输,小程序/公众号,30
499,"2022-05-25",农林牧渔,小程序/公众号,93
500,"2022-05-26",科教文体,电话,46
501,"2022-05-26",公卫医疗,电话,6
502,"2022-05-26",城乡建设,电话,26
503,"2022-05-26",交通运输,电话,27
504,"2022-05-26",农林牧渔,电话,13
505,"2022-05-26",科教文体,来信,23
506,"2022-05-26",公卫医疗,来信,57
507,"2022-05-26",城乡建设,来信,33
508,"2022-05-26",交通运输,来信,29
509,"2022-05-26",农林牧渔,来信,55
510,"2022-05-26",科教文体,网站,3
511,"2022-05-26",公卫医疗,网站,19
512,"2022-05-26",城乡建设,网站,10
513,"2022-05-26",交通运输,网站,8
514,"2022-05-26",农林牧渔,网站,20
515,"2022-05-26",科教文体,小程序/公众号,82
516,"2022-05-26",公卫医疗,小程序/公众号,188
517,"2022-05-26",城乡建设,小程序/公众号,77
518,"2022-05-26",交通运输,小程序/公众号,74
519,"2022-05-26",农林牧渔,小程序/公众号,159
520,"2022-05-27",科教文体,电话,2
521,"2022-05-27",公卫医疗,电话,9
522,"2022-05-27",城乡建设,电话,19
523,"2022-05-27",交通运输,电话,12
524,"2022-05-27",农林牧渔,电话,10
525,"2022-05-27",科教文体,来信,4
526,"2022-05-27",公卫医疗,来信,4
527,"2022-05-27",城乡建设,来信,4
528,"2022-05-27",交通运输,来信,7
529,"2022-05-27",农林牧渔,来信,1
530,"2022-05-27",科教文体,网站,68
531,"2022-05-27",公卫医疗,网站,37
532,"2022-05-27",城乡建设,网站,56
533,"2022-05-27",交通运输,网站,82
534,"2022-05-27",农林牧渔,网站,29
535,"2022-05-27",科教文体,小程序/公众号,68
536,"2022-05-27",公卫医疗,小程序/公众号,144
537,"2022-05-27",城乡建设,小程序/公众号,64
538,"2022-05-27",交通运输,小程序/公众号,146
539,"2022-05-27",农林牧渔,小程序/公众号,144
540,"2022-05-28",科教文体,电话,29
541,"2022-05-28",公卫医疗,电话,17
542,"2022-05-28",城乡建设,电话,25
543,"2022-05-28",交通运输,电话,88
544,"2022-05-28",农林牧渔,电话,26
545,"2022-05-28",科教文体,来信,5
546,"2022-05-28",公卫医疗,来信,0
547,"2022-05-28",城乡建设,来信,36
548,"2022-05-28",交通运输,来信,31
549,"2022-05-28",农林牧渔,来信,34
550,"2022-05-28",科教文体,网站,51
551,"2022-05-28",公卫医疗,网站,22
552,"2022-05-28",城乡建设,网站,19
553,"2022-05-28",交通运输,网站,54
554,"2022-05-28",农林牧渔,网站,71
555,"2022-05-28",科教文体,小程序/公众号,75
556,"2022-05-28",公卫医疗,小程序/公众号,104
557,"2022-05-28",城乡建设,小程序/公众号,95
558,"2022-05-28",交通运输,小程序/公众号,63
559,"2022-05-28",农林牧渔,小程序/公众号,58
560,"2022-05-29",科教文体,电话,3
561,"2022-05-29",公卫医疗,电话,4
562,"2022-05-29",城乡建设,电话,2
563,"2022-05-29",交通运输,电话,3
564,"2022-05-29",农林牧渔,电话,3
565,"2022-05-29",科教文体,来信,4
566,"2022-05-29",公卫医疗,来信,1
567,"2022-05-29",城乡建设,来信,18
568,"2022-05-29",交通运输,来信,14
569,"2022-05-29",农林牧渔,来信,15
570,"2022-05-29",科教文体,网站,4
571,"2022-05-29",公卫医疗,网站,5
572,"2022-05-29",城乡建设,网站,48
573,"2022-05-29",交通运输,网站,33
574,"2022-05-29",农林牧渔,网站,47
575,"2022-05-29",科教文体,小程序/公众号,43
576,"2022-05-29",公卫医疗,小程序/公众号,160
577,"2022-05-29",城乡建设,小程序/公众号,15
578,"2022-05-29",交通运输,小程序/公众号,95
579,"2022-05-29",农林牧渔,小程序/公众号,82
580,"2022-05-30",科教文体,电话,1
581,"2022-05-30",公卫医疗,电话,3
582,"2022-05-30",城乡建设,电话,16
583,"2022-05-30",交通运输,电话,11
584,"2022-05-30",农林牧渔,电话,11
585,"2022-05-30",科教文体,来信,13
586,"2022-05-30",公卫医疗,来信,15
587,"2022-05-30",城乡建设,来信,30
588,"2022-05-30",交通运输,来信,5
589,"2022-05-30",农林牧渔,来信,31
590,"2022-05-30",科教文体,网站,10
591,"2022-05-30",公卫医疗,网站,3
592,"2022-05-30",城乡建设,网站,9
593,"2022-05-30",交通运输,网站,10
594,"2022-05-30",农林牧渔,网站,4
595,"2022-05-30",科教文体,小程序/公众号,50
596,"2022-05-30",公卫医疗,小程序/公众号,26
597,"2022-05-30",城乡建设,小程序/公众号,50
598,"2022-05-30",交通运输,小程序/公众号,40
599,"2022-05-30",农林牧渔,小程序/公众号,8
600,"2022-05-31",科教文体,电话,39
601,"2022-05-31",公卫医疗,电话,16
602,"2022-05-31",城乡建设,电话,28
603,"2022-05-31",交通运输,电话,37
604,"2022-05-31",农林牧渔,电话,4
605,"2022-05-31",科教文体,来信,26
606,"2022-05-31",公卫医疗,来信,0
607,"2022-05-31",城乡建设,来信,22
608,"2022-05-31",交通运输,来信,30
609,"2022-05-31",农林牧渔,来信,20
610,"2022-05-31",科教文体,网站,3
611,"2022-05-31",公卫医疗,网站,7
612,"2022-05-31",城乡建设,网站,19
613,"2022-05-31",交通运输,网站,14
614,"2022-05-31",农林牧渔,网站,7
615,"2022-05-31",科教文体,小程序/公众号,47
616,"2022-05-31",公卫医疗,小程序/公众号,68
617,"2022-05-31",城乡建设,小程序/公众号,58
618,"2022-05-31",交通运输,小程序/公众号,64
619,"2022-05-31",农林牧渔,小程序/公众号,25
620,"2022-06-01",科教文体,电话,34
621,"2022-06-01",公卫医疗,电话,24
622,"2022-06-01",城乡建设,电话,18
623,"2022-06-01",交通运输,电话,4
624,"2022-06-01",农林牧渔,电话,32
625,"2022-06-01",科教文体,来信,37
626,"2022-06-01",公卫医疗,来信,2
