"md_id","area_name","busi_time","total_num"
227,D区,"2022-06-15",12
228,B区,"2022-06-15",10
229,E区,"2022-06-15",148
230,A区,"2022-06-15",166
231,C区,"2022-06-16",60
232,D区,"2022-06-16",68
233,B区,"2022-06-16",72
234,E区,"2022-06-16",11
235,A区,"2022-06-16",164
236,C区,"2022-06-17",66
237,D区,"2022-06-17",132
238,B区,"2022-06-17",228
239,E区,"2022-06-17",188
240,A区,"2022-06-17",372
241,C区,"2022-06-18",11
242,D区,"2022-06-18",124
243,B区,"2022-06-18",34
244,E区,"2022-06-18",209
245,A区,"2022-06-18",313
246,C区,"2022-06-19",63
247,D区,"2022-06-19",55
248,B区,"2022-06-19",60
249,E区,"2022-06-19",71
250,A区,"2022-06-19",89
251,C区,"2022-06-20",49
252,D区,"2022-06-20",83
253,B区,"2022-06-20",37
254,E区,"2022-06-20",73
255,A区,"2022-06-20",215
256,C区,"2022-06-21",115
257,D区,"2022-06-21",50
258,B区,"2022-06-21",144
259,E区,"2022-06-21",13
260,A区,"2022-06-21",360
261,C区,"2022-06-22",16
262,D区,"2022-06-22",199
263,B区,"2022-06-22",122
264,E区,"2022-06-22",279
265,A区,"2022-06-22",285
266,C区,"2022-06-23",88
267,D区,"2022-06-23",40
268,B区,"2022-06-23",48
269,E区,"2022-06-23",155
270,A区,"2022-06-23",283
271,C区,"2022-06-24",116
272,D区,"2022-06-24",15
273,B区,"2022-06-24",11
274,E区,"2022-06-24",233
275,A区,"2022-06-24",391
276,C区,"2022-06-25",19
277,D区,"2022-06-25",13
278,B区,"2022-06-25",12
279,E区,"2022-06-25",252
280,A区,"2022-06-25",265
281,C区,"2022-06-26",19
282,D区,"2022-06-26",77
283,B区,"2022-06-26",83
284,E区,"2022-06-26",19
285,A区,"2022-06-26",246
286,C区,"2022-06-27",55
287,D区,"2022-06-27",41
288,B区,"2022-06-27",88
289,E区,"2022-06-27",53
290,A区,"2022-06-27",342
291,C区,"2022-06-28",83
292,D区,"2022-06-28",11
293,B区,"2022-06-28",132
294,E区,"2022-06-28",46
295,A区,"2022-06-28",644
296,C区,"2022-06-29",86
297,D区,"2022-06-29",36
298,B区,"2022-06-29",85
299,E区,"2022-06-29",25
300,A区,"2022-06-29",224
301,C区,"2022-06-30",21
302,D区,"2022-06-30",87
303,B区,"2022-06-30",21
304,E区,"2022-06-30",50
305,A区,"2022-06-30",236
306,C区,"2022-07-01",70
307,D区,"2022-07-01",41
308,B区,"2022-07-01",66
309,E区,"2022-07-01",11
310,A区,"2022-07-01",246
311,C区,"2022-07-02",53
312,D区,"2022-07-02",158
313,B区,"2022-07-02",164
314,E区,"2022-07-02",177
315,A区,"2022-07-02",180
316,C区,"2022-07-03",145
317,D区,"2022-07-03",54
318,B区,"2022-07-03",33
319,E区,"2022-07-03",24
320,A区,"2022-07-03",488
321,C区,"2022-07-04",31
322,D区,"2022-07-04",178
323,B区,"2022-07-04",54
324,E区,"2022-07-04",176
325,A区,"2022-07-04",391
326,C区,"2022-07-05",120
327,D区,"2022-07-05",60
328,B区,"2022-07-05",182
329,E区,"2022-07-05",181
330,A区,"2022-07-05",312
331,C区,"2022-07-06",11
332,D区,"2022-07-06",76
333,B区,"2022-07-06",24
334,E区,"2022-07-06",237
335,A区,"2022-07-06",244
336,C区,"2022-07-07",58
337,D区,"2022-07-07",71
338,B区,"2022-07-07",44
339,E区,"2022-07-07",42
340,A区,"2022-07-07",152
341,C区,"2022-07-08",64
342,D区,"2022-07-08",38
343,B区,"2022-07-08",31
344,E区,"2022-07-08",14
345,A区,"2022-07-08",206
346,C区,"2022-07-09",93
347,D区,"2022-07-09",53
348,B区,"2022-07-09",18
349,E区,"2022-07-09",317
350,A区,"2022-07-09",443
351,C区,"2022-07-10",67
352,D区,"2022-07-10",89
353,B区,"2022-07-10",77
354,E区,"2022-07-10",264
355,A区,"2022-07-10",336
356,C区,"2022-07-11",47
357,D区,"2022-07-11",26
358,B区,"2022-07-11",66
359,E区,"2022-07-11",66
360,A区,"2022-07-11",118
361,C区,"2022-07-12",35
362,D区,"2022-07-12",176
363,B区,"2022-07-12",87
364,E区,"2022-07-12",69
365,A区,"2022-07-12",576
366,C区,"2022-07-13",31
367,D区,"2022-07-13",60
368,B区,"2022-07-13",82
369,E区,"2022-07-13",118
370,A区,"2022-07-13",295
371,C区,"2022-07-14",142
372,D区,"2022-07-14",148
373,B区,"2022-07-14",29
374,E区,"2022-07-14",254
375,A区,"2022-07-14",260
376,C区,"2022-07-15",28
377,D区,"2022-07-15",162
378,B区,"2022-07-15",200
379,E区,"2022-07-15",139
380,A区,"2022-07-15",416
381,C区,"2022-07-16",127
382,D区,"2022-07-16",107
383,B区,"2022-07-16",61
384,E区,"2022-07-16",67
385,A区,"2022-07-16",438
386,C区,"2022-07-17",89
387,D区,"2022-07-17",19
388,B区,"2022-07-17",41
389,E区,"2022-07-17",52
390,A区,"2022-07-17",391
391,C区,"2022-07-18",112
392,D区,"2022-07-18",118
393,B区,"2022-07-18",12
394,E区,"2022-07-18",92
395,A区,"2022-07-18",311
396,C区,"2022-07-19",129
397,D区,"2022-07-19",102
398,B区,"2022-07-19",133
399,E区,"2022-07-19",14
400,A区,"2022-07-19",271
401,C区,"2022-07-20",79
402,D区,"2022-07-20",81
403,B区,"2022-07-20",89
404,E区,"2022-07-20",67
405,A区,"2022-07-20",164
406,C区,"2022-07-21",30
407,D区,"2022-07-21",19
408,B区,"2022-07-21",133
409,E区,"2022-07-21",19
410,A区,"2022-07-21",479
411,C区,"2022-07-22",31
412,D区,"2022-07-22",112
413,B区,"2022-07-22",75
414,E区,"2022-07-22",196
415,A区,"2022-07-22",348
416,C区,"2022-07-23",48
417,D区,"2022-07-23",73
418,B区,"2022-07-23",38
419,E区,"2022-07-23",92
420,A区,"2022-07-23",93
421,C区,"2022-07-24",12
422,D区,"2022-07-24",20
423,B区,"2022-07-24",60
424,E区,"2022-07-24",85
425,A区,"2022-07-24",146
426,C区,"2022-07-25",64
427,D区,"2022-07-25",118
428,B区,"2022-07-25",96
429,E区,"2022-07-25",13
430,A区,"2022-07-25",277
431,C区,"2022-07-26",72
432,D区,"2022-07-26",48
433,B区,"2022-07-26",62
434,E区,"2022-07-26",55
435,A区,"2022-07-26",461
436,C区,"2022-07-27",113
437,D区,"2022-07-27",56
438,B区,"2022-07-27",20
439,E区,"2022-07-27",71
440,A区,"2022-07-27",584
441,C区,"2022-07-28",48
442,D区,"2022-07-28",23
443,B区,"2022-07-28",31
444,E区,"2022-07-28",89
445,A区,"2022-07-28",377
446,C区,"2022-07-29",55
447,D区,"2022-07-29",14
448,B区,"2022-07-29",134
449,E区,"2022-07-29",329
450,A区,"2022-07-29",423
451,C区,"2022-07-30",98
452,D区,"2022-07-30",79
453,B区,"2022-07-30",87
454,E区,"2022-07-30",79
455,A区,"2022-07-30",214
456,C区,"2022-07-31",112
457,D区,"2022-07-31",51
458,B区,"2022-07-31",129
459,E区,"2022-07-31",181
460,A区,"2022-07-31",183
461,C区,"2022-08-01",107
462,D区,"2022-08-01",11
463,B区,"2022-08-01",170
464,E区,"2022-08-01",69
465,A区,"2022-08-01",312
466,C区,"2022-08-02",50
467,D区,"2022-08-02",23
468,B区,"2022-08-02",36
469,E区,"2022-08-02",71
470,A区,"2022-08-02",154
471,C区,"2022-08-03",59
472,D区,"2022-08-03",28
473,B区,"2022-08-03",110
474,E区,"2022-08-03",122
475,A区,"2022-08-03",132
476,C区,"2022-08-04",127
477,D区,"2022-08-04",18
478,B区,"2022-08-04",58
479,E区,"2022-08-04",319
480,A区,"2022-08-04",343
481,C区,"2022-08-05",30
482,D区,"2022-08-05",64
483,B区,"2022-08-05",70
484,E区,"2022-08-05",186
485,A区,"2022-08-05",269
486,C区,"2022-08-06",59
487,D区,"2022-08-06",144
488,B区,"2022-08-06",89
489,E区,"2022-08-06",33
490,A区,"2022-08-06",382
491,C区,"2022-08-07",44
492,D区,"2022-08-07",44
493,B区,"2022-08-07",87
494,E区,"2022-08-07",45
495,A区,"2022-08-07",276
496,C区,"2022-08-08",84
497,D区,"2022-08-08",90
498,B区,"2022-08-08",60
499,E区,"2022-08-08",126
500,A区,"2022-08-08",182
501,C区,"2022-08-09",39
502,D区,"2022-08-09",22
503,B区,"2022-08-09",46
504,E区,"2022-08-09",40
505,A区,"2022-08-09",157
506,C区,"2022-08-10",84
507,D区,"2022-08-10",71
508,B区,"2022-08-10",67
509,E区,"2022-08-10",27
510,A区,"2022-08-10",186
511,C区,"2022-08-11",68
512,D区,"2022-08-11",69
513,B区,"2022-08-11",161
514,E区,"2022-08-11",229
515,A区,"2022-08-11",231
516,C区,"2022-08-12",64
517,D区,"2022-08-12",70
518,B区,"2022-08-12",89
519,E区,"2022-08-12",35
520,A区,"2022-08-12",156
521,C区,"2022-08-13",73
522,D区,"2022-08-13",32
523,B区,"2022-08-13",108
524,E区,"2022-08-13",10
525,A区,"2022-08-13",347
526,C区,"2022-08-14",72
527,D区,"2022-08-14",56
528,B区,"2022-08-14",37
529,E区,"2022-08-14",98
530,A区,"2022-08-14",117
531,C区,"2022-08-15",74
532,D区,"2022-08-15",63
533,B区,"2022-08-15",79
534,E区,"2022-08-15",21
535,A区,"2022-08-15",168
536,C区,"2022-08-16",155
537,D区,"2022-08-16",28
538,B区,"2022-08-16",250
539,E区,"2022-08-16",70
540,A区,"2022-08-16",430
541,C区,"2022-08-17",87
542,D区,"2022-08-17",64
543,B区,"2022-08-17",78
544,E区,"2022-08-17",90
545,A区,"2022-08-17",125
546,C区,"2022-08-18",52
547,D区,"2022-08-18",59
548,B区,"2022-08-18",100
549,E区,"2022-08-18",79
550,A区,"2022-08-18",521
551,C区,"2022-08-19",68
552,D区,"2022-08-19",54
553,B区,"2022-08-19",46
554,E区,"2022-08-19",262
555,A区,"2022-08-19",473
556,C区,"2022-08-20",89
557,D区,"2022-08-20",17
558,B区,"2022-08-20",134
559,E区,"2022-08-20",171
560,A区,"2022-08-20",356
561,C区,"2022-08-21",13
562,D区,"2022-08-21",13
563,B区,"2022-08-21",65
564,E区,"2022-08-21",28
565,A区,"2022-08-21",320
566,C区,"2022-08-22",126
567,D区,"2022-08-22",152
568,B区,"2022-08-22",126
569,E区,"2022-08-22",180
570,A区,"2022-08-22",249
571,C区,"2022-08-23",128
572,D区,"2022-08-23",14
573,B区,"2022-08-23",17
574,E区,"2022-08-23",103
575,A区,"2022-08-23",466
576,C区,"2022-08-24",89
577,D区,"2022-08-24",167
578,B区,"2022-08-24",74
579,E区,"2022-08-24",194
580,A区,"2022-08-24",244
581,C区,"2022-08-25",46
582,D区,"2022-08-25",12
583,B区,"2022-08-25",27
584,E区,"2022-08-25",70
585,A区,"2022-08-25",516
586,C区,"2022-08-26",21
587,D区,"2022-08-26",82
588,B区,"2022-08-26",52
589,E区,"2022-08-26",80
590,A区,"2022-08-26",155
591,C区,"2022-08-27",103
592,D区,"2022-08-27",138
593,B区,"2022-08-27",128
594,E区,"2022-08-27",102
595,A区,"2022-08-27",265
596,C区,"2022-08-28",11
597,D区,"2022-08-28",41
598,B区,"2022-08-28",77
599,E区,"2022-08-28",96
600,A区,"2022-08-28",216
601,C区,"2022-08-29",173
602,D区,"2022-08-29",121
603,B区,"2022-08-29",58
604,E区,"2022-08-29",148
605,A区,"2022-08-29",415
606,C区,"2022-08-30",55
607,D区,"2022-08-30",122
608,B区,"2022-08-30",57
609,E区,"2022-08-30",89
610,A区,"2022-08-30",288
611,C区,"2022-08-31",20
612,D区,"2022-08-31",62
613,B区,"2022-08-31",21
614,E区,"2022-08-31",206
615,A区,"2022-08-31",290
616,C区,"2022-09-01",125
617,D区,"2022-09-01",11
618,B区,"2022-09-01",60
619,E区,"2022-09-01",259
620,A区,"2022-09-01",283
621,C区,"2022-09-02",28
622,D区,"2022-09-02",13
623,B区,"2022-09-02",103
624,E区,"2022-09-02",62
625,A区,"2022-09-02",150
626,C区,"2022-09-03",55
627,D区,"2022-09-03",19
628,B区,"2022-09-03",43
629,E区,"2022-09-03",57
630,A区,"2022-09-03",150
631,C区,"2022-09-04",34
632,D区,"2022-09-04",170
633,B区,"2022-09-04",78
634,E区,"2022-09-04",87
635,A区,"2022-09-04",565
636,C区,"2022-09-05",42
637,D区,"2022-09-05",11
638,B区,"2022-09-05",95
639,E区,"2022-09-05",58
640,A区,"2022-09-05",217
641,C区,"2022-09-06",68
642,D区,"2022-09-06",108
643,B区,"2022-09-06",79
644,E区,"2022-09-06",64
645,A区,"2022-09-06",511
646,C区,"2022-09-07",96
647,D区,"2022-09-07",195
648,B区,"2022-09-07",115
649,E区,"2022-09-07",93
650,A区,"2022-09-07",383
651,C区,"2022-09-08",118
652,D区,"2022-09-08",32
653,B区,"2022-09-08",127
654,E区,"2022-09-08",141
655,A区,"2022-09-08",282
656,C区,"2022-09-09",120
657,D区,"2022-09-09",53
658,B区,"2022-09-09",37
659,E区,"2022-09-09",246
660,A区,"2022-09-09",295
661,C区,"2022-09-10",98
662,D区,"2022-09-10",42
663,B区,"2022-09-10",113
664,E区,"2022-09-10",48
665,A区,"2022-09-10",250
666,C区,"2022-09-11",41
667,D区,"2022-09-11",74
668,B区,"2022-09-11",113
669,E区,"2022-09-11",49
670,A区,"2022-09-11",197
671,C区,"2022-09-12",78
672,D区,"2022-09-12",101
673,B区,"2022-09-12",59
674,E区,"2022-09-12",116
675,A区,"2022-09-12",227
676,C区,"2022-09-13",74
677,D区,"2022-09-13",159
678,B区,"2022-09-13",200
679,E区,"2022-09-13",47
680,A区,"2022-09-13",505
681,C区,"2022-09-14",91
682,D区,"2022-09-14",93
683,B区,"2022-09-14",60
684,E区,"2022-09-14",91
685,A区,"2022-09-14",166
686,C区,"2022-09-15",137
687,D区,"2022-09-15",132
688,B区,"2022-09-15",85
689,E区,"2022-09-15",59
690,A区,"2022-09-15",414
691,C区,"2022-09-16",95
692,D区,"2022-09-16",56
693,B区,"2022-09-16",82
694,E区,"2022-09-16",38
695,A区,"2022-09-16",284
696,C区,"2022-09-17",93
697,D区,"2022-09-17",70
698,B区,"2022-09-17",115
699,E区,"2022-09-17",97
700,A区,"2022-09-17",211
701,C区,"2022-09-18",62
702,D区,"2022-09-18",30
703,B区,"2022-09-18",44
704,E区,"2022-09-18",217
705,A区,"2022-09-18",240
706,C区,"2022-09-19",155
707,D区,"2022-09-19",124
708,B区,"2022-09-19",109
709,E区,"2022-09-19",95
710,A区,"2022-09-19",392
711,C区,"2022-09-20",105
712,D区,"2022-09-20",102
713,B区,"2022-09-20",20
714,E区,"2022-09-20",164
715,A区,"2022-09-20",177
716,C区,"2022-09-21",148
717,D区,"2022-09-21",46
718,B区,"2022-09-21",54
719,E区,"2022-09-21",177
720,A区,"2022-09-21",508
721,C区,"2022-09-22",69
722,D区,"2022-09-22",50
723,B区,"2022-09-22",78
724,E区,"2022-09-22",118
725,A区,"2022-09-22",147
726,C区,"2022-09-23",31
727,D区,"2022-09-23",30
728,B区,"2022-09-23",130
729,E区,"2022-09-23",134
730,A区,"2022-09-23",194
731,C区,"2022-09-24",150
732,D区,"2022-09-24",50
733,B区,"2022-09-24",138
734,E区,"2022-09-24",81
735,A区,"2022-09-24",383
736,C区,"2022-09-25",24
737,D区,"2022-09-25",49
738,B区,"2022-09-25",34
739,E区,"2022-09-25",111
740,A区,"2022-09-25",406
741,C区,"2022-09-26",56
742,D区,"2022-09-26",128
743,B区,"2022-09-26",57
744,E区,"2022-09-26",228
745,A区,"2022-09-26",472
746,C区,"2022-09-27",145
747,D区,"2022-09-27",127
748,B区,"2022-09-27",174
749,E区,"2022-09-27",171
750,A区,"2022-09-27",280
751,C区,"2022-09-28",12
752,D区,"2022-09-28",19
753,B区,"2022-09-28",166
754,E区,"2022-09-28",121
755,A区,"2022-09-28",219
756,C区,"2022-09-29",67
757,D区,"2022-09-29",124
758,B区,"2022-09-29",105
759,E区,"2022-09-29",21
760,A区,"2022-09-29",277
761,C区,"2022-09-30",32
762,D区,"2022-09-30",136
763,B区,"2022-09-30",131
764,E区,"2022-09-30",52
765,A区,"2022-09-30",566
766,C区,"2022-10-01",17
767,D区,"2022-10-01",21
768,B区,"2022-10-01",80
769,E区,"2022-10-01",278
770,A区,"2022-10-01",299
771,C区,"2022-10-02",18
772,D区,"2022-10-02",122
773,B区,"2022-10-02",10
774,E区,"2022-10-02",337
775,A区,"2022-10-02",374
776,C区,"2022-10-03",172
777,D区,"2022-10-03",131
778,B区,"2022-10-03",214
779,E区,"2022-10-03",31
780,A区,"2022-10-03",434
781,C区,"2022-10-04",44
782,D区,"2022-10-04",105
783,B区,"2022-10-04",97
784,E区,"2022-10-04",117
785,A区,"2022-10-04",284
786,C区,"2022-10-05",135
787,D区,"2022-10-05",82
788,B区,"2022-10-05",154
789,E区,"2022-10-05",200
790,A区,"2022-10-05",412
791,C区,"2022-10-06",49
792,D区,"2022-10-06",35
793,B区,"2022-10-06",25
794,E区,"2022-10-06",49
795,A区,"2022-10-06",165
796,C区,"2022-10-07",11
797,D区,"2022-10-07",55
798,B区,"2022-10-07",111
799,E区,"2022-10-07",107
800,A区,"2022-10-07",134
801,C区,"2022-10-08",67
802,D区,"2022-10-08",53
803,B区,"2022-10-08",104
804,E区,"2022-10-08",163
805,A区,"2022-10-08",219
806,C区,"2022-10-09",107
807,D区,"2022-10-09",11
808,B区,"2022-10-09",70
809,E区,"2022-10-09",73
810,A区,"2022-10-09",309
811,C区,"2022-10-10",77
812,D区,"2022-10-10",37
813,B区,"2022-10-10",61
814,E区,"2022-10-10",247
815,A区,"2022-10-10",270
816,C区,"2022-10-11",181
817,D区,"2022-10-11",71
818,B区,"2022-10-11",120
819,E区,"2022-10-11",45
820,A区,"2022-10-11",572
821,C区,"2022-10-12",88
822,D区,"2022-10-12",23
823,B区,"2022-10-12",12
824,E区,"2022-10-12",176
825,A区,"2022-10-12",248
826,C区,"2022-10-13",15
827,D区,"2022-10-13",76
828,B区,"2022-10-13",78
829,E区,"2022-10-13",25
830,A区,"2022-10-13",359
831,C区,"2022-10-14",85
832,D区,"2022-10-14",142
833,B区,"2022-10-14",122
834,E区,"2022-10-14",140
835,A区,"2022-10-14",336
836,C区,"2022-10-15",79
837,D区,"2022-10-15",45
838,B区,"2022-10-15",121
839,E区,"2022-10-15",286
840,A区,"2022-10-15",379
841,C区,"2022-10-16",36
842,D区,"2022-10-16",86
843,B区,"2022-10-16",11
844,E区,"2022-10-16",83
845,A区,"2022-10-16",284
846,C区,"2022-10-17",14
847,D区,"2022-10-17",87
848,B区,"2022-10-17",112
849,E区,"2022-10-17",267
850,A区,"2022-10-17",371
851,C区,"2022-10-18",57
852,D区,"2022-10-18",90
853,B区,"2022-10-18",52
854,E区,"2022-10-18",16
855,A区,"2022-10-18",226
856,C区,"2022-10-19",114
857,D区,"2022-10-19",14
858,B区,"2022-10-19",114
859,E区,"2022-10-19",101
860,A区,"2022-10-19",385
861,C区,"2022-10-20",49
862,D区,"2022-10-20",69
863,B区,"2022-10-20",163
864,E区,"2022-10-20",26
865,A区,"2022-10-20",428
866,C区,"2022-10-21",43
867,D区,"2022-10-21",69
868,B区,"2022-10-21",63
869,E区,"2022-10-21",39
870,A区,"2022-10-21",265
871,C区,"2022-10-22",32
872,D区,"2022-10-22",18
873,B区,"2022-10-22",20
874,E区,"2022-10-22",119
875,A区,"2022-10-22",205
876,C区,"2022-10-23",71
877,D区,"2022-10-23",102
878,B区,"2022-10-23",61
879,E区,"2022-10-23",80
880,A区,"2022-10-23",224
881,C区,"2022-10-24",89
882,D区,"2022-10-24",168
883,B区,"2022-10-24",58
884,E区,"2022-10-24",218
885,A区,"2022-10-24",310
886,C区,"2022-10-25",87
887,D区,"2022-10-25",126
888,B区,"2022-10-25",207
889,E区,"2022-10-25",195
890,A区,"2022-10-25",321
891,C区,"2022-10-26",21
892,D区,"2022-10-26",36
893,B区,"2022-10-26",72
894,E区,"2022-10-26",51
895,A区,"2022-10-26",216
896,C区,"2022-10-27",62
897,D区,"2022-10-27",10
898,B区,"2022-10-27",129
899,E区,"2022-10-27",10
900,A区,"2022-10-27",366
901,C区,"2022-10-28",10
902,D区,"2022-10-28",85
903,B区,"2022-10-28",24
904,E区,"2022-10-28",84
905,A区,"2022-10-28",239
906,C区,"2022-10-29",39
907,D区,"2022-10-29",174
908,B区,"2022-10-29",54
909,E区,"2022-10-29",103
910,A区,"2022-10-29",455
911,C区,"2022-10-30",14
912,D区,"2022-10-30",74
913,B区,"2022-10-30",15
914,E区,"2022-10-30",21
915,A区,"2022-10-30",276
916,C区,"2022-10-31",35
917,D区,"2022-10-31",43
918,B区,"2022-10-31",44
919,E区,"2022-10-31",88
920,A区,"2022-10-31",128
921,C区,"2022-11-01",28
922,D区,"2022-11-01",58
923,B区,"2022-11-01",24
924,E区,"2022-11-01",244
925,A区,"2022-11-01",507
926,C区,"2022-11-02",53
927,D区,"2022-11-02",99
928,B区,"2022-11-02",79
929,E区,"2022-11-02",202
930,A区,"2022-11-02",223
